budget,genres,keywords,original language,popularity,production company,release date,revenue,runtime,title,vote average,vote count
10000000,"Crime,Drama,,,,","street gang,children's home,coming of age,gang,juvenile delinquent,based on young adult novel,,,,,,",en,13.455373,"American Zoetrope,Warner Bros.,,,,,,,,",3/25/83,33697647,91,The Outsiders,6.9,291
65000000,"Adventure,Family,Fantasy,,,","feral child,remake,dragon,orphan,1980s,live action and animation,,,,,,",en,31.974359,"Walt Disney Pictures,Walt Disney Studios Motion Pictures,,,,,,,,",8/10/16,143695338,102,Pete's Dragon,6.2,679
10000000,"Horror,Science Fiction,Thriller,,,","coma,sheriff,based on novel,sacrifice,suspense,psychopathic killer,premonition,independent film,vision,doctor,car accident,series of murders",en,16.78512,"Paramount Pictures,Lorimar Film Entertainment,Dino De Laurentiis Company,,,,,,,",10/21/83,20766616,103,The Dead Zone,6.9,311
10000000,"Horror,,,,,","haunted house,sequel,twins,,,,,,,,,",en,26.090495,"Alliance Films,Blumhouse Productions,IM Global,Automatik Entertainment,Entertainment One,Tank Caterpillar,Steady Aim,,,",8/19/15,52882018,97,Sinister 2,5.4,581
14000000,"Drama,Music,,,,","soong sisters,duringcreditsstinger,,,,,,,,,,",en,2.698185,"TriStar Pictures,Phoenix Pictures,Stage 6 Films,Akil Production Company,,,,,,",8/17/12,24637469,116,Sparkle,5.8,36
0,"Horror,Thriller,,,,","mobbing,success,violence against women,revenge,serial killer,valentine's day,,,,,,",en,5.904126,"Village Roadshow Pictures,NPV Entertainment,Warner Bros.,,,,,,,",2/1/01,0,96,Valentine,5,114
10000000,"Mystery,Science Fiction,Thriller,,,","brother sister relationship,wheelchair,hypnosis,investigation,cover-up,ufo,alaska,disappearance,hospital,alien abduction,patient,psychotherapy",en,22.888173,"Universal Pictures,Saga Film,Focus Films,Gold Circle Films,Chambara Pictures,Dead Crow Productions,Fourth Kind Productions,,,",11/6/09,42333295,98,The Fourth Kind,5.8,441
10000000,"Drama,Comedy,Music,,,","usa,country music,commercial,radio presenter,radio transmission,b\u00fchnenauftritt,backstage,singer,,,,",en,5.025446,"River Road Entertainment,GreeneStreet Films,Picturehouse Entertainment,Sandcastle 5 Productions,Prairie Home Productions,,,,,",6/9/06,0,105,A Prairie Home Companion,6.4,81
0,"Drama,Action,Thriller,,,",",,,,,,,,,,,",en,2.580808,"Beacon Communications,Beacon Pictures,South Street Films,Ghiznoz Productions,,,,,,",2/25/94,0,123,Sugar Hill,5.2,13
0,"Action,Thriller,,,,",",,,,,,,,,,,",en,4.192064,"Cannon Films,,,,,,,,,",9/27/85,0,107,Invasion U.S.A.,5.3,49
0,"Comedy,Drama,Family,,,",",,,,,,,,,,,",en,2.596338,"Fox Searchlight Pictures,,,,,,,,,",9/23/05,0,112,Roll Bounce,6.1,27
9000000,"Comedy,Drama,,,,","private school,lone wolf,theatre play,theatre group,theatre director,independent film,,,,,,",en,18.289303,"Touchstone Pictures,,,,,,,,,",9/17/98,17096053,93,Rushmore,7.5,676
10000000,"Science Fiction,,,,,","missile,light,transformation,low-budget,alien,fireplace,los angeles,cell phone,rooftop,duringcreditsstinger,,",en,26.268209,"Rogue Pictures,Relativity Media,Hydraulx,Rat Entertainment,Transmission Pictures,,,,,",11/11/10,66821036,100,Skyline,4.7,507
10000000,"Drama,Comedy,,,,","india,retirement home,,,,,,,,,,",en,17.592299,"Fox Searchlight Pictures,Participant Media,Blueprint Pictures,,,,,,,",2/26/15,85978266,122,The Second Best Exotic Marigold Hotel,6.3,272
0,"Comedy,Drama,Family,,,","cincinnati,woman director,,,,,,,,,,",en,6.27141,"New Line Cinema,Goldsmith-Thomas Productions,Red Om Films,HBO Films,Picturehouse,Front Street Films,American Girl Brands,,,",7/2/08,0,101,Kit Kittredge: An American Girl,6.4,34
0,"Comedy,Drama,Family,Romance,,","mother,man-woman relation,single,matchmaking,single mother,catfishing,,,,,,",en,11.158906,"Universal Pictures,,,,,,,,,",6/17/05,0,100,The Perfect Man,5.5,203
10000000,"Drama,Romance,,,,","musical,,,,,,,,,,,",en,3.079862,"Universal Pictures,40 Acres & A Mule Filmworks,,,,,,,,",8/3/90,16153593,129,Mo' Better Blues,6.3,47
0,"Action,Comedy,,,,","loss of family,loss of parents,supernatural powers,invulnerability,spoof,evil,murder hunt,,,,,",en,8.288813,"Twentieth Century Fox Film Corporation,O Entertainment,,,,,,,,",1/25/02,0,81,Kung Pow: Enter the Fist,6.1,159
11000000,"Action,Horror,,,,","nevada,small town,tractor,stranded,cult favorite,tentacle,rural,graboids,seismologist,binoculars,man eaten by monster,giant worm",en,32.579697,"Universal Pictures,No Frills Film Production,,,,,,,,",1/19/90,48572000,96,Tremors,6.6,864
12600000,"Horror,Thriller,,,,","life and death,death of a friend,parts of dead body,,,,,,,,,",en,33.555764,"Summit Entertainment,Newmarket Capital Group,Regency Enterprises,Constantin Film Produktion,Stan Winston Studio,Media Cooperation One,DCP Wrong Turn Productions,,,",5/30/03,28650575,84,Wrong Turn,6,635
10000000,"Western,History,,,,","brother brother relationship,jesse james,cole younger,,,,,,,,,",en,2.959547,"United Artists,,,,,,,,,",5/12/80,15795189,99,The Long Riders,6.6,50
25000000,"Action,Crime,Mystery,Thriller,,","new york,life and death,gang war,police,china town,triad,,,,,,",en,4.068107,"New Line Cinema,Illusion Entertainment Group,,,,,,,,",3/12/99,15156200,110,The Corruptor,6,57
10000000,"Drama,,,,,","river,snake,arkansas,fugitive,river boat,,,,,,,",en,17.663353,"FilmNation Entertainment,Everest Entertainment,,,,,,,,",5/1/13,21587700,130,Mud,7,1068
10000000,"Action,Adventure,Comedy,Crime,,","sex,terrorist,beach,nudity,police,parody,attack,shootout,mockumentary,explosion,drug,",en,4.207456,"Paramount Pictures,Double Feature Films,Jersey Films,Twentieth Century Fox Film Corporation,Comedy Central Films,Principato-Young Entertainment,High Sierra Carpeting,,,",2/23/07,20342161,84,Reno 911!: Miami,5.6,72
10000000,"Documentary,Music,,,,","concert,,,,,,,,,,,",en,7.944457,"Columbia Pictures,Sony Pictures,,,,,,,,",8/28/13,0,92,One Direction: This Is Us,8,201
10000000,"Comedy,,,,,","duringcreditsstinger,,,,,,,,,,,",en,3.352702,"Paramount Vantage,Kevin Messick Productions,Gary Sanchez Productions,,,,,,,",8/14/09,0,90,"The Goods: Live Hard, Sell Hard",5.4,58
0,"Animation,Family,,,,",",,,,,,,,,,,",en,5.856363,"Paramount Pictures,Nickelodeon Movies,Nickelodeon Animation Studios,Paramount Animation,Snee-Oosh Productions,,,,,",6/28/02,0,76,Hey Arnold! The Movie,5.6,62
6400000,"Drama,,,,,","based on novel,biography,historical figure,marilyn monroe,,,,,,,,",en,21.006078,"BBC Films,The Weinstein Company,UK Film Council,Lip Sync Post,Trademark Films,,,,,",10/17/11,35057696,99,My Week with Marilyn,6.6,406
10000000,"Action,Comedy,Crime,Drama,Thriller,","mexico city,midlife crisis,cocktail,independent film,stranger,hit man,,,,,,",en,5.647538,"Miramax Films,,,,,,,,,",5/12/05,17297244,96,The Matador,6.2,136
10000000,"Comedy,Drama,Romance,,,","sex,ex-boyfriend,independent film,african american,,,,,,,,",en,1.000178,"New Line Cinema,Addis Wechsler Pictures,,,,,,,,",3/14/97,0,104,Love Jones,8.1,12
5000000,"Thriller,Mystery,,,,","detective,stalker,gift,bully,psychological thriller,,,,,,,",en,27.247013,"Blumhouse Productions,Blue-Tongue Films,Huayi Brothers Media,STX Entertainment,Ahimsa Films,,,,,",7/30/15,58978653,108,The Gift,6.7,1049
0,"Adventure,Drama,,,,","drama,,,,,,,,,,,",en,1.83428,"Bearing Fruit Entertainment,every tribe entertainment,,,,,,,,",12/2/05,0,108,End of the Spear,6.1,15
10000000,"Comedy,Romance,,,,","theatre play,theatre group,high school,falling in love,,,,,,,,",en,11.592129,"Miramax,,,,,,,,,",3/8/01,0,87,Get Over It,5.5,75
10000000,"Comedy,Crime,,,,","suburbia,downsizing,software engineer,burnout,dallas texas,beach resort,coworker relationship,laziness,duringcreditsstinger,business rivalry,,",en,18.366362,"Twentieth Century Fox Film Corporation,Cubicle Inc.,,,,,,,,",2/19/99,12827813,89,Office Space,7.4,1050
10000000,"Comedy,,,,,","minnesota,mother role,beauty contest,girl from the province,hicktown,evil mother,mother daughter relationship,envy,pretty woman,mocumentary,,",en,6.736274,"New Line Cinema,Capella International,KC Medien AG,,,,,,,",7/23/99,10571408,98,Drop Dead Gorgeous,6.4,86
10000000,"Drama,,,,,","wife husband relationship,artist,court case,,,,,,,,,",en,28.570174,"The Weinstein Company,Silverwood Films,Electric City Entertainment,Tim Burton Productions,,,,,,",12/24/14,28883511,105,Big Eyes,6.8,1196
30000000,"Comedy,Crime,Thriller,,,","prostitute,hotel,cocaine,nudity,psychopath,stag night,friends,murder,independent film,marijuana,blood,wedding",en,5.671691,"Initial Entertainment Group (IEG),Interscope Communications,VBT Productions,Ballpark Productions Partnership,,,,,,",9/11/98,9898412,100,Very Bad Things,6.2,179
0,"Comedy,Family,,,,","high school,scavenger hunt,teenage crush,slumber party,teenager,teen comedy,,,,,,",en,5.842299,",,,,,,,,,",7/9/04,0,89,Sleepover,5.3,101
10000000,"Crime,Mystery,Horror,Thriller,,","female nudity,pornography,claustrophobia,nudity,witness,police,movie in movie,murder,neighbor,los angeles,peeping tom,porn actress",en,9.525626,"Columbia Pictures Corporation,Delphi II Productions,,,,,,,,",10/25/84,8801940,114,Body Double,6.4,137
10000000,"Action,Adventure,Comedy,,,","aftercreditsstinger,duringcreditsstinger,,,,,,,,,,",en,14.038512,"Relativity Media,,,,,,,,,",5/21/10,6110000,90,MacGruber,5.1,179
0,"Crime,Drama,Thriller,,,","london england,prostitute,hotel,night watchman,illegal immigration,immigration law,transplanted organ,turk,delinquency,,,",en,9.177896,"Miramax Films,BBC Films,Celador Productions,Jonescompany Productions,,,,,,",9/5/02,0,97,Dirty Pretty Things,6.8,131
6000000,"Comedy,,,,,","slapstick,ensemble cast,duringcreditsstinger,woman director,laxative,,,,,,,",en,35.350303,"Greenestreet Films,Relativity Media,Virgin Produced,Wessler Entertainment,Witness Protection Films,,,,,",1/1/13,32438988,90,Movie 43,4.4,797
10000000,"Comedy,,,,,","diary,romantic comedy,death of lover,spirit,death by accident,psychic,moving on,,,,,",en,12.067921,"The Safran Company,Gold Circle Films,Dead Fianc\u00e9e Productions,,,,,,,",2/1/08,0,95,Over Her Dead Body,5.3,145
10000000,"Comedy,Drama,Romance,Science Fiction,,","asteroid,road trip,end of the world,woman director,,,,,,,,",en,30.863082,"Mandate Pictures,Indian Paintbrush,Anonymous Content,Focus Features,,,,,,",6/22/12,9636289,101,Seeking a Friend for the End of the World,6.3,700
0,"Comedy,,,,,","hotel,infidelity,one-night stand,friendship,swimming pool,drinking,naive,duringcreditsstinger,,,,",en,10.254807,"Ad Hominem Enterprises,,,,,,,,,",2/11/11,6861102,87,Cedar Rapids,5.9,135
20000000,"Drama,,,,,","usa,neo-nazi,prison,skinhead,brother brother relationship,rape,fascism,brother,basketball,jail,school,swastika",en,73.567232,"New Line Cinema,The Turman-Morrissey Company,Savoy Pictures,,,,,,,",10/30/98,23875127,119,American History X,8.2,3016
0,"Horror,Thriller,,,,","mercenary,party,sequel,gore,escape,serial killer,masked killer,trap,,,,",en,16.361743,"Fortress Features,LD Entertainment,,,,,,,,",9/21/12,6842058,94,The Collection,5.9,289
10000000,"Animation,Drama,Family,Music,,",",,,,,,,,,,,",en,1.374409,"Walt Disney Pictures,Walt Disney Television Animation,,,,,,,,",1/16/04,0,74,Teacher's Pet,5.5,2
18000000,"Drama,Thriller,Mystery,Music,Romance,","auction,violin,,,,,,,,,,",en,6.18869,"Rhombus Media,Channel Four Films,,,,,,,,",9/10/98,9495408,131,The Red Violin,7.3,99
10000000,"Drama,,,,,","brother brother relationship,mississippi,wisconsin,lawnmower,iowa,biography,based on true story,independent film,family relationships,family,road movie,",en,15.280261,"Walt Disney Pictures,Channel Four Films,Asymmetrical Productions,Les Films Alain Sarde,The Picture Factory,StudioCanal,Canal+,CiBy 2000,The Straight Story,",10/15/99,0,112,The Straight Story,7.7,306
0,"Action,Crime,Drama,Romance,,","gang,new york city,drug overdose,,,,,,,,,",en,0.753481,"United Artists,,,,,,,,,",5/3/02,0,96,Deuces Wild,5.5,34
9500000,"Comedy,,,,,","competition,satire,spelling bee,estranged father,unlikely friendship,anger issues,,,,,,",en,14.105392,"Darko Entertainment,Aggregate Film,,,,,,,,",9/6/13,7800000,88,Bad Words,6.4,334
10000000,"Comedy,Romance,,,,","father son relationship,new love,fianc\u00e9,training,rent,jogging,marathon,wedding,pregnancy,,,",en,14.905357,"Entertainment Films,Material Entertainment,Beech Hill Films,,,,,,,",9/6/07,33000000,100,"Run, Fatboy, Run",6.2,238
10000000,"Comedy,Romance,Family,,,","servant,future,chase,lovers,outlaw,robot,,,,,,",en,0.518056,"Universal Pictures,,,,,,,,,",12/18/81,2154696,79,Heartbeeps,3.8,6
9000000,"Drama,,,,,","grieving widower,widower,,,,,,,,,,",en,12.172131,"Treehouse Pictures,,,,,,,,,",9/6/14,21571189,121,Black or White,6.5,115
0,"Comedy,Family,Romance,,,",",,,,,,,,,,,",en,3.084874,"Miramax Films,Tapestry Films,A Happy Place,,,,,,,",10/26/01,0,85,On the Line,4.1,10
10000000,"Adventure,Drama,War,,,","war crimes,violence,laotian soldier,pipe smoking,rice paddy,letter from home,ant's nest,net fishing,dragging someone,,,",en,17.078656,"Metro-Goldwyn-Mayer (MGM),,,,,,,,,",9/9/06,7177143,126,Rescue Dawn,6.9,336
10000000,"Comedy,Drama,Music,,,","rock star,middle age,,,,,,,,,,",en,16.318608,"Big Indie Pictures,ShivHans Pictures,,,,,,,,",3/19/15,10835752,107,Danny Collins,6.6,183
10000000,"Drama,Comedy,,,,","slacker,basement,destiny,glue,stoner,wrong number,mumblecore,,,,,",en,10.409155,"Indian Paintbrush,,,,,,,,,",9/13/11,4417580,83,"Jeff, Who Lives at Home",6.1,217
0,"Drama,Romance,,,,","adultery,restaurant,textile industry,male friendship,bourgeoisie,food,chef,high society,,,,",it,5.355763,"Rai Cinema,,,,,,,,,",9/5/09,0,120,I Am Love,6.9,73
0,"Drama,Science Fiction,Mystery,,,","ayn rand,,,,,,,,,,,",en,4.725357,"Cinema Vehicle Services,Atlas 2 Productions,,,,,,,,",10/12/12,0,112,Atlas Shrugged Part II,5.4,41
11500000,"Action,Crime,Drama,Thriller,,","police operation,sex addiction,police,mafia boss,suspense,bad cop,hitwoman,,,,,",en,4.850402,"Working Title Films,Polygram Filmed Entertainment,Hilary Henkin,,,,,,,",9/13/93,3275585,100,Romeo Is Bleeding,5.7,36
10000000,"Action,Crime,Drama,Mystery,Thriller,","prison,release from prison,suitcase,record producer,investigation,daughter,loss,revenge,stakeout,ex-con,warehouse,hired killer",en,8.902102,"Artisan Entertainment,,,,,,,,,",5/15/99,3193102,89,The Limey,6.6,105
6500000,"Drama,,,,,","race politics,daughter,installer,police,fall,car crash,racism,los angeles,bigotry,social services,collision,",en,28.223163,"Blackfriars Bridge Films,Yari Film Group,Bob Yari Productions,ApolloProScreen Filmproduktion,Bull's Eye Entertainment,DEJ Productions,Harris Company,,,",1/13/04,98410061,112,Crash,7.2,1149
10000000,"Drama,Romance,,,,",",,,,,,,,,,,",en,3.007816,"Granada Film Productions,Arts Council of England,Diaphana Films,The Glasgow Film Fund,National Lottery,Showtime Networks,Filmfour,Scottish Arts Council,: ,: ",9/23/00,5164404,140,The House of Mirth,6.4,25
0,"Action,Thriller,,,,","cia,assassin,,,,,,,,,,",en,1.610132,"Orion Pictures,,,,,,,,,",5/1/87,0,92,Malone,6.8,15
0,"Drama,Romance,,,,",",,,,,,,,,,,",en,8.326131,"Universal,,,,,,,,,",3/30/06,0,120,Peaceful Warrior,7.3,90
10000000,"Comedy,,,,,","porno star,hollywood,,,,,,,,,,",en,3.919057,"Columbia Pictures,Happy Madison Productions,,,,,,,,",9/9/11,0,97,Bucky Larson: Born to Be a Star,4.4,51
0,"Comedy,Drama,,,,",",,,,,,,,,,,",en,2.23411,"New Line Cinema,40 Acres & A Mule Filmworks,,,,,,,,",10/6/00,0,135,Bamboozled,6.3,24
10000000,"Horror,Thriller,,,,","japan,forest,,,,,,,,,,",en,19.865989,"Lava Bear Films,AI-Film,Phantom Four Films,,,,,,,",1/7/16,40055439,95,The Forest,4.8,448
14000000,"Adventure,Mystery,Thriller,,,","cairo,based on novel,egypt,pyramid,museum,mummy,murder,independent film,curse,egyptologist,archeologist,",en,0.310513,"Orion Pictures,S & L Films,,,,,,,,",2/11/81,439564,118,Sphinx,6,2
10000000,"Comedy,Drama,Mystery,,,","father-in-law,marriage,documentary filmmaking,hipster,middle age,documentary filmmaker,generation-x,generation-z,psychedelic drug,,,",en,19.263477,"Scott Rudin Productions,A24,,,,,,,,",4/3/15,7587485,97,While We're Young,5.8,383
10000000,"Drama,,,,,","california,garden,immigrant,truck,illegal immigrant,gardener,stolen truck,,,,,",en,4.123533,"Summit Entertainment,Witt/Thomas Productions,Depth of Field,McLaughlin Films,Lime Orchard Productions,,,,,",6/24/11,1759252,98,A Better Life,7,54
0,"Drama,Mystery,Thriller,,,","secret,asylum,bed and breakfast place,past,psychopath,,,,,,,",en,6.948401,"T\u00e9l\u00e9film Canada,Capitol Films,Canadian Film or Video Production Tax Credit (CPTC),Metropolitan Films,Grosvenor Park Productions,Odeon Films,Catherine Bailey Ltd.,Artists Independent Network,,",12/13/02,0,98,Spider,6.4,168
10000000,"Action,Comedy,Romance,Thriller,,","female nudity,drug cartel,nervous breakdown,,,,,,,,,",en,3.988432,"Hollywood Pictures,Fortis Films,,,,,,,,",2/4/00,1631839,101,Gun Shy,5.4,24
0,"Adventure,Drama,Action,Family,,",",,,,,,,,,,,",en,5.099923,"United Artists Corporation,Hart-Sharp Entertainment,Potboiler Productions,,,,,,,",12/27/02,0,132,Nicholas Nickleby,6.8,49
20000000,"Thriller,Crime,Drama,,,","new jersey,restaurant,hitman,van,arrest,psychopath,based on true story,jail,serial murder,stabbing,crime family,bombing",en,19.494703,"Bleiberg Entertainment,Millennium Films,,,,,,,,",9/1/12,1969193,105,The Iceman,6.4,365
0,"Action,Science Fiction,,,,",",,,,,,,,,,,",hi,3.759988,",,,,,,,,,",6/23/06,0,154,Krrish,5.5,46
10000000,"Thriller,Comedy,Crime,,,","heroin,blindfold,bong,perversion,burned alive,independent film,,,,,,",en,4.176066,"Canal+,Artic Productions LLC,Polar Entertainment Corporation,,,,,,,",5/17/00,0,87,Cecil B. Demented,6.2,51
10000000,"Crime,Drama,Thriller,,,","trailer park,gun,texas,deal,psychopath,sexual humiliation,money,lingerie,arson,police detective,physical abuse,neo-noir",en,16.436178,"Voltage pictures,Worldview Entertainment,ANA Media,Picture Perfect (I),,,,,,",9/10/11,3665069,102,Killer Joe,6.5,425
10000000,"Comedy,Drama,,,,","independent film,duringcreditsstinger,,,,,,,,,,",en,14.979375,"Echo Lake Productions,Premiere Picture,,,,,,,,",9/13/09,7022728,96,The Joneses,6.1,210
0,"Crime,Drama,Thriller,,,","female nudity,gambling,casino,nudity,banker,toronto,fraud,niagara falls,based on true story,atlantic city,money,las vegas",en,8.045488,"Alliance Atlantis Communications,Natural Nylon Entertainment,T\u00e9l\u00e9film Canada,Astral Media,Canadian Film or Video Production Tax Credit (CPTC),Ontario Film and Television Tax Credit (OFTTC),,,,",5/2/03,0,104,Owning Mahowny,6.8,37
0,"Comedy,,,,,","brother brother relationship,jealousy,pregnancy and birth,autoritian education,arctic,,,,,,,",en,8.312153,"Revolution Studios,TriStar Pictures,Carsey-Werner Company,,,,,,,",9/7/07,0,93,The Brothers Solomon,4.9,46
10000000,"Drama,Romance,,,,","usa,kaffeehaus,poker,lovesickness,waitress,bar,night life,night,melancholy,approach,loneliness,",en,10.733761,"Block 2 Pictures,Jet Tone Production,StudioCanal,Lou Yi Inc.,,,,,,",5/16/07,21786738,111,My Blueberry Nights,6,190
0,"Drama,,,,,","playwright,critic,theater,,,,,,,,,",en,0.111313,"Overseas FilmGroup,GreeneStreet Films,JVC Entertainment Networks,Sogepaq,CDI,,,,,",5/21/98,0,119,Illuminata,6.3,7
10000000,"Comedy,Romance,,,,","adultery,island,shipwreck,tropical island,,,,,,,,",en,4.570043,"Screen Gems,SKA Films,Codi S.p.a.,,,,,,,",10/11/02,598645,89,Swept Away,4.8,50
5000000,"Action,Adventure,Comedy,Thriller,,","hitman,political satire,,,,,,,,,,",en,6.265659,",,,,,,,,,",4/28/08,1296184,106,"War, Inc.",5.6,86
0,"Action,Comedy,,,,","martial arts,stadium,champion,shaolin,steel helmet,soccer,,,,,,",cn,17.54768,"Star Overseas,Universe Entertainment,,,,,,,,",7/12/01,42776760,113,Shaolin Soccer,6.6,491
10000000,"Drama,,,,,","rape,ambulance,ex-girlfriend,memory,unsimulated sex,motorcycle,,,,,,",en,3.412162,"Wild Bunch,Kin\u00e9tique Inc.,Vincent Gallo Productions,,,,,,,",8/27/04,0,93,The Brown Bunny,5.5,62
0,"Comedy,Crime,Thriller,,,",",,,,,,,,,,,",fr,0.627964,"Rh\u00f4ne-Alpes Cin\u00e9ma,TF1 Films Production,Canal+,T\u00e9l\u00e9vision Suisse-Romande (TSR),MK2 Productions,,,,,",10/15/97,0,105,The Swindle,6.4,5
0,"Drama,,,,,","prison,biography,reporter,interrogation,iran,american spy,,,,,,",en,5.75555,"Odd Lot Entertainment,International Traders,Busboy Productions,,,,,,,",11/7/14,0,103,Rosewater,6.5,98
0,"Drama,,,,,",",,,,,,,,,,,",en,1.031142,",,,,,,,,,",10/10/97,0,100,The Chambermaid on the Titanic,5.3,3
7700000,"Drama,Thriller,,,,","senate,general,market,rivalry,tragedy,tears,scar,stabbing,truce,flag,vote,",en,7.554799,"BBC Films,Synchronistic Pictures,Icon Entertainment International,Lipsync Productions,Atlantic Swiss Productions,Hermetof Pictures,Magna Films,Kalkronkie,Artemis Films,Lonely Dragon",2/14/11,1072602,123,Coriolanus,5.9,131
10000000,"Comedy,Drama,,,,","suicide,suicide mission,,,,,,,,,,",en,2.85283,"Signature Pictures,Art Linson Productions,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),QI Quality International GmbH & Co. KG,,,,,,",9/14/04,0,111,Imaginary Heroes,6.3,29
0,"Action,Crime,Comedy,,,","nurse,blackmail,teacher,best friend,bank robbery,,,,,,,",en,1.769593,"Fragile Films,Touchstone Pictures,,,,,,,,",7/16/01,0,86,High Heels and Low Lifes,6.4,12
10000000,"Comedy,Romance,,,,","male nudity,poetry,adolescence,lie,nudity,rejection,high school,independent film,teacher,vulgarity,student,",en,9.805551,"Magnolia Pictures,Jerkschool Productions,,,,,,,,",8/20/09,295750,99,World's Greatest Dad,6.5,177
0,"Horror,Comedy,Thriller,,,","will to survive,killer,forced retirement,defence company,jump the shark,team building,,,,,,",en,12.898984,"Qwerty Films,Dan Films,Isle of Man Film,HanWay Films,UK Film Council,N1 European Film Produktions GmbH & Co. KG,,,,",5/19/06,0,96,Severance,6.4,169
10000000,"Drama,Thriller,,,,","new york,sex-shop,prostitute,sex,fortune teller,underworld,murder,prejudice,racism,violence,pawnshop,bipolar disorder",en,2.803642,"First Independent Pictures,,,,,,,,,",8/31/05,0,82,Edmond,6,50
0,"Drama,,,,,","prostitute,rape,stripper,independent film,teenage girl,smoking marijuana,,,,,,",en,6.085879,"Destination Films,Scott Free Productions,Film Rites,Samuel Goldwyn Films,Argonaut Pictures,,,,,",10/29/10,42145,110,Welcome to the Rileys,6.4,139
0,"Comedy,Crime,,,,","video game,mafia,police academy,moscow,commandant,,,,,,,",en,11.946898,"Warner Bros.,,,,,,,,,",6/9/94,126247,83,Police Academy: Mission to Moscow,4.1,178
0,"Drama,Crime,,,,",",,,,,,,,,,,",en,0.397341,",,,,,,,,,",2/1/10,0,0,Blood Done Sign My Name,6,5
10000000,"War,History,Drama,,,","mexican,,,,,,,,,,,",es,0.072085,"Estudios Churubusco Azteca,Gala Films,Gobierno del Estado de Puebla,,,,,,,",5/3/13,0,125,Cinco de Mayo: La Batalla,5.8,14
10000000,"Comedy,Family,Romance,,,","widower,,,,,,,,,,,",en,2.849895,"Riverside Entertainment,Rio Negro,Media House Capital,Cuatro Plus Films,Defiant Pictures,Creative Andina,,,,",3/7/14,0,104,Elsa & Fred,6.2,31
10000000,"Comedy,,,,,","alan smithee,,,,,,,,,,,",en,0.666218,"Hollywood Pictures,Cinergi Pictures Entertainment,,,,,,,,",2/20/98,45779,86,"An Alan Smithee Film: Burn, Hollywood, Burn",3,9
0,"Comedy,Drama,Romance,,,","independent film,,,,,,,,,,,",en,1.388136,",,,,,,,,,",2/7/09,0,90,The Open Road,4.8,19
3200000,"Comedy,Romance,,,,","independent film,,,,,,,,,,,",en,2.631688,"Belladonna Productions,Whitest Pouring Films,,,,,,,,",4/25/09,0,90,The Good Guy,5.4,59
0,"Comedy,Drama,,,,","mother role,blog,woman director,,,,,,,,,",en,10.955567,"John Wells Productions,,,,,,,,,",1/21/09,0,90,Motherhood,4.7,44
0,"Drama,Family,,,,","duringcreditsstinger,,,,,,,,,,,",en,0.122874,"Rigel Entertainment,,,,,,,,,",12/24/08,140987,94,Free Style,5.8,4
10000000,"Drama,Thriller,,,,","australia,missing child,outback,alcoholic drink,troubled marriage,woman director,australian outback,missing daughter,,,,",en,5.145655,"Worldview Entertainment,,,,,,,,,",7/1/15,17472,111,Strangerland,5.1,83
10000000,"Comedy,,,,,",",,,,,,,,,,,",en,1.728816,"Cube Vision,Dimension Films,,,,,,,,",10/16/09,9069,85,Janky Promoters,7,5
10000000,"Comedy,Romance,,,,","stripper,friends,best friend,,,,,,,,,",en,3.064563,",,,,,,,,,",12/21/07,0,93,Blonde Ambition,3.9,29
14100000,"Crime,Mystery,Thriller,,,","mathematician,mathematics,oxford,symbol,triangle,mass child killing,,,,,,",en,9.318033,"La Fabrique de Films,Telecinco Cinema,,,,,,,,",1/18/08,0,107,The Oxford Murders,5.7,188
0,"Drama,Horror,Thriller,,,","boat,boat accident,underwater,shark,great white shark,,,,,,,",en,7.245108,"Lightning Entertainment,Screen Australia,Screen NSW,ProdigyMovies,Mysterious Light,,,,,",5/15/10,0,94,The Reef,5.4,130
0,"Comedy,Drama,,,,","family secrets,dysfunctional family,independent film,death in family,family conflict,exploding boat,,,,,,",en,9.085482,"Myriad Pictures,Artisan Entertainment,Eulogy Productions LLC,Ovation Entertainment,,,,,,",10/15/04,0,91,Eulogy,6.4,34
0,"Thriller,Drama,Horror,Fantasy,,","suicide,murder,,,,,,,,,,",en,6.814247,"Brightlight Pictures,Gold Circle Films,,,,,,,,",1/5/07,0,99,White Noise 2: The Light,5.6,80
10000000,"Music,Drama,,,,","sporting event,,,,,,,,,,,",en,2.873796,"The Harold Greenberg Fund,Ontario Media Development Corporation (OMDC),Telefilm Canada - Equity Investment Program,Inner City Films,,,,,,",6/10/11,0,91,Beat the World,4.3,16
0,"Action,Thriller,,,,","ira,slot machine,riot police,woman director,,,,,,,,",en,4.481897,"T\u00e9l\u00e9film Canada,Brightlight Pictures,Canadian Film or Video Production Tax Credit (CPTC),Future Films,Handmade International,Future Films Production Services,Altitude Entertainment,SBK Pictures,Skogland Films,Northern Ireland Screen",9/10/08,0,117,Fifty Dead Men Walking,6.1,35
0,"Family,Animation,Adventure,,,","poacher,jungle,,,,,,,,,,",en,1.413934,"Wonderworld Studios,Animation Picture Company,Avikoo Studios,,,,,,,",8/7/14,0,85,Jungle Shuffle,6.5,1
10000000,"Drama,War,,,,","holocaust,nazis,israeli,,,,,,,,,",en,2.574014,"3L Filmproduktion GmbH,Bleiberg Entertainment,Adam Productions,July August Productions,,,,,,",8/8/08,0,106,Adam Resurrected,6.4,22
